,indice,page_number,line_number,text,text_type,speaker,time_added
459,1828,82,5,"Yeah.  So we went and played disk golf in the morning, a number of the guys who were staying at that house.  I think it's called Cape Henlopen is the state park right there that has a disk golf course. So there was probably a dozen of us there.",a,THE WITNESS,start_question
460,1834,82,11,Do you play disk golf at all?,q,MS. COLE,start_answer
461,1835,82,12,"I do, yeah.",a,THE WITNESS,start_question
462,1836,82,13,Is that something that you keep up with now?,q,MS. COLE,start_answer
463,1838,82,15,"I do, yeah.",a,THE WITNESS,start_question
464,1839,82,16,I notice you have a water bottle with you and there's a sticker there that says PDGA.,q,MS. COLE,start_answer
465,1842,82,19,Can you guess?,a,THE WITNESS,start_question
466,1843,82,20,Are you part of the Professional Disk Golf Association?,q,MS. COLE,start_answer
467,1845,82,22,I am a proud member.,a,THE WITNESS,start_question
468,1846,82,23,Do you have to do anything other than pay a membership fee to be a member?,q,MS. COLE,start_answer
469,1849,83,1,Take it easy. No.  All you have to do is pay. It's a very welcoming club.,a,THE WITNESS,start_chat
470,1852,83,4,That's why they give you a sticker.,side_chat,MS. ORSI,start_answer
471,1854,83,6,That's right.,a,THE WITNESS,start_question
472,1855,83,7,"I mean is disk golf something that you had frequently done before October 1st, 2016?",q,MS. COLE,start_answer
473,1858,83,10,"Yeah.  There's a course at St. Mary's College, which is where I first got introduced to the sport.  And I played a lot of Ultimate Frisbee and I was on the Ultimate Frisbee team at St. Mary's.  So I played disk golf probably every day.",a,THE WITNESS,start_chat
474,1864,83,16,It's a college thing.,side_chat,MS. ORSI,start_question
475,1866,83,18,"Before we went on, I said I bet most people who play disk golf probably started out with Ultimate Frisbee in college.  That's just my theory.",q,MS. COLE,start_answer
476,1870,83,22,"And I could easily burn the rest of the afternoon with the differences between the two, but I will spare you that.",a,THE WITNESS,start_question
477,1874,84,1,That's fine. So you played disk golf with friends at Cape Henlopen State Park?,q,MS. COLE,start_answer
478,1877,84,4,That's right.,a,THE WITNESS,start_question
479,1878,84,5,And then returned to the bnb for lunch?,q,MS. COLE,start_answer
480,1880,84,7,"Yeah.  Or to get ready.  I think we were a little late for lunch.  We might have -- either somebody had food with them or -- oh, we stopped at there's like a shopping center there that has a Brooks Brothers in it.  I remember because Pat and I bought new ties for the wedding and somebody might have grabbed food from a convenience or a grocery store that was in that shopping center, but then otherwise back to the Airbnb.",a,THE WITNESS,start_question
481,1891,84,18,All right.  And then what was the weather like that day?,q,MS. COLE,start_answer
482,1893,84,20,"I don't remember anything notable about the weather, so like a typical late September day in Dewey.  It could have been cloudy, but I don't really recall.  It certainly wasn't raining or any notable weather.",a,THE WITNESS,start_question
483,1900,85,2,"Just to be clear, this is October 1st, 2016 I'm asking about.",q,MS. COLE,start_answer
484,1902,85,4,Yes.  Yeah.,a,THE WITNESS,start_question
485,1903,85,5,Any wind that day that you can recall?,q,MS. COLE,start_answer
486,1905,85,7,Nothing more than usual at the beach.,a,THE WITNESS,start_question
487,1907,85,9,All right.  Did you have anything alcoholic to drink that day?,q,MS. COLE,start_answer
488,1909,85,11,"Yeah.  I had a few beers at disk golf, not more than three.",a,THE WITNESS,start_question
489,1911,85,13,What kind of beers were they?,q,MS. COLE,start_answer
490,1912,85,14,"I couldn't say with 100 percent certainty, but I bet a lot that they were National Bohemian.",a,THE WITNESS,start_question
491,1915,85,17,National Bohemian.  Why would you bet a lot that they were National Bohemian? That's the beer you like?,q,MS. COLE,start_answer
492,1918,85,20,That's the beer of choice.  It also happens to be the correct price for beer.,a,THE WITNESS,start_question
493,1920,85,22,"Oh, okay.  When was the last time that you had a beer prior to getting on the trolley?",q,MS. COLE,start_answer
494,1924,86,1,It would have been at disk golf.  I couldn't tell you what time.  Probably between 10:00 and 1:00.,a,THE WITNESS,start_question
495,1927,86,4,When is the last time you had an alcoholic drink before getting on the trolley?  Is it the same?,q,MS. COLE,start_answer
496,1930,86,7,"Oh, because the first one you said was beer.  And the same answer for all alcoholic beverages.",a,THE WITNESS,start_question
497,1933,86,10,What was your understanding as to what time you were supposed to meet up with the Jolly Trolley?,q,MS. COLE,start_answer
498,1936,86,13,"I was pretty disengaged from the schedule so I'm not really sure.  I just knew that transit, transport to the wedding had been arranged and it was a go with the flow thing for me.",a,THE WITNESS,start_chat
499,1941,86,18,Unless Ceci told you.,side_chat,MS. ORSI,start_answer
500,1943,86,20,"Yeah.  I mean you're all staying in a house together.  Everybody's like we're leaving in 20 minutes, that sort of thing, but I couldn't tell you what time it was.",a,THE WITNESS,start_question
501,1947,86,24,"And you got to the location where you believed that you were supposed to pick up the trolley, right?",q,MS. COLE,start_answer
502,1951,87,3,"It was pretty close.  We walked, so a block or two.",a,THE WITNESS,start_question
503,1953,87,5,What time did you get there?,q,MS. COLE,start_answer
504,1954,87,6,"I couldn't tell you.  Around 4:00, but it could have been 3:30 or 4:30, but I'm sure we have the records.  Right?",a,THE WITNESS,start_question
505,1957,87,9,"When you got -- well, the Jolly Trolley eventually arrived, right?",q,MS. COLE,start_answer
506,1959,87,11,Yeah.,a,THE WITNESS,start_question
507,1960,87,12,And when it arrived was the trailer empty?,q,MS. COLE,start_answer
508,1962,87,14,Yeah.,a,THE WITNESS,start_question
509,1963,87,15,Like of people?,q,MS. COLE,start_answer
510,1964,87,16,"Correct.  Yeah, there were no passengers.",a,THE WITNESS,start_question
511,1966,87,18,There was a driver for the Jolly Trolley?,q,MS. COLE,start_answer
512,1968,87,20,Yeah.,a,THE WITNESS,start_question
513,1969,87,21,Did he or she get out of the vehicle?,q,MS. COLE,start_answer
514,1971,87,23,I have a vague recollection of like one of these (witness demonstrating). I'm sorry.  I'm putting my hand up to say just sort go into the trolley.,a,THE WITNESS,start_question
515,1976,88,3,So he was essentially directing you or ushering you into the trolley?,q,MS. COLE,start_answer
516,1978,88,5,Yes.,a,THE WITNESS,start_question
517,1979,88,6,At any point did he direct you as to where you were supposed to sit?,q,MS. COLE,start_answer
518,1981,88,8,No.,a,THE WITNESS,start_question
519,1982,88,9,At any point did he convey to you whether or not you could stand on the trolley?,q,MS. COLE,start_answer
520,1985,88,12,No.,a,THE WITNESS,start_question
521,1986,88,13,When you got on to the trolley did you sit?,q,MS. COLE,start_answer
522,1988,88,15,Yes.,a,THE WITNESS,start_question
523,1989,88,16,And where were you seated?,q,MS. COLE,start_answer
524,1990,88,17,"Next to Cecilia for sure, which to the best of my recollection was the passenger side like more than halfway towards the front but close to halfway.",a,THE WITNESS,start_question
525,1994,88,21,And who was on your right?,q,MS. COLE,start_answer
526,1995,88,22,"My best guess is Yaron, but I'm not 100 percent certain.  And I'm only guessing that because he was on top of me afterwards so that would make sense.",a,THE WITNESS,start_question
527,2000,89,2,Who was on your left?,q,MS. COLE,start_answer
528,2001,89,3,My wife.,a,THE WITNESS,start_question
529,2002,89,4,And she was seated next to you?,q,MS. COLE,start_answer
530,2003,89,5,Yes.,a,THE WITNESS,start_question
531,2004,89,6,Did you carry anything onto the Jolly Trolley?,q,MS. COLE,start_answer
532,2006,89,8,No.,a,THE WITNESS,start_question
533,2007,89,9,Did anybody bring any alcohol onto the Jolly Trolley?,q,MS. COLE,start_answer
534,2009,89,11,"I think there may have been a beer on the trolley, but I'm not certain.  I've only heard it discussed afterwards, but I don't recall seeing it on the day of.",a,THE WITNESS,start_question
535,2013,89,15,"Okay.  Do you know if anyone was struck in the head by a beer bottle, by any chance?",q,MS. COLE,start_answer
536,2016,89,18,"No.  No. If anything, I think it was a can of Natty Boh.",a,THE WITNESS,start_question
537,2019,89,21,Did the driver ever communicate verbally any information to you as you were getting onto the trolley at all?,q,MS. COLE,start_answer
538,2022,89,24,The only things I remember the driver saying were the joke about going to a dry wedding and something about getting us there on time and that was as I recall through the intercom.,a,THE WITNESS,start_question
539,2028,90,5,"At any point did you look around as you were getting on the trolley to identify how it was, if at all, you would be able to communicate with the driver?",q,MS. COLE,start_answer
540,2032,90,9,No.,a,THE WITNESS,start_question
541,2033,90,10,At any point as you were getting on the Jolly Trolley did you look around to see if there were any rules or instructions for what to do on the Jolly Trolley?,q,MS. COLE,start_answer
542,2037,90,14,No.,a,THE WITNESS,start_question
543,2038,90,15,What can you tell me about the trip between the time you left the location you got on the Jolly Trolley and the next time the vehicle came to a stop?,q,MS. COLE,start_answer
544,2042,90,19,"Very little.  It was not notable. It was just a couple of minutes.  I recall being with my friends going to a wedding and everything that comes with that and the place we were was not a part of that, if that makes sense.",a,THE WITNESS,start_question
545,2049,91,1,Did you have any concerns or fears once you got onto the Jolly Trolley and could observe the structure of the trolley and the components of the trolley around you?,q,MS. COLE,start_answer
546,2054,91,6,"When it pulled up before we got on it, there was a little bit of a moment where -- this is not a technical term -- but that's a little jenky was sort of what went through my head and it was just a quick flash.  But being so excited to be there with my friends, I never gave it another pause, never another moment's thought.",a,THE WITNESS,start_question
547,2063,91,15,"As you were proceeding from the location where you got onto the trolley to the point it stopped later on, did you have any concerns about the ride itself?",q,MS. COLE,start_answer
548,2067,91,19,"I don't, I don't think so.  Not in that short in town period, no.",a,THE WITNESS,start_question
549,2069,91,21,"And so when it stopped for the second time, well, for the first time after you got on it, did more passengers get on at that time?",q,MS. COLE,start_answer
550,2074,92,1,Yes.,a,THE WITNESS,start_question
551,2075,92,2,How many people would you say?,q,MS. COLE,start_answer
552,2076,92,3,"I couldn't tell you the exact number.  I mean we know how many people were on the trolley, so I would say about a third of them got on at the second stop.",a,THE WITNESS,start_question
553,2080,92,7,How many got on at the first stop?,q,MS. COLE,start_answer
554,2081,92,8,"Well, two-thirds.  Two-thirds of 25 or 28, however many we are on the trolley. Can I guess 18?",a,THE WITNESS,start_question
555,2084,92,11,"Okay.  When the additional people got on at the second stop, did anybody have to get up from their seat and stand in the trolley?",q,MS. COLE,start_answer
556,2088,92,15,"There was sort of a move back, everybody moved back and reoriented.  And I'm not sure if anybody was standing. I don't recall. I heard afterwards that people were, but I couldn't say that I recall seeing them one way or the other.",a,THE WITNESS,start_question
557,2095,92,22,Did you know any of the people that got on at the second stop?,q,MS. COLE,start_answer
558,2097,92,24,No.,a,THE WITNESS,start_question
559,2099,93,1,And did the driver get out of the vehicle at the second stop?,q,MS. COLE,start_answer
560,2101,93,3,I don't recall.,a,THE WITNESS,start_question
561,2102,93,4,And at some point after the individuals got on the trolley it started pulling forward again --,q,MS. COLE,start_answer
562,2105,93,7,That's correct.,a,THE WITNESS,start_question
563,2106,93,8,-- proceeding forward? Can you tell me what you can recall about the trip from that point forward?,q,MS. COLE,start_answer
564,2110,93,12,"Yeah.  I mean -- and I wasn't like looking out the windows to know exactly where along the route we were, so I'm not going to have those details.  I'm sorry. But as the trolley began to accelerate, it became increasing aware that it was unstable and unsafe and problematic, bumpy, shaky, rocky and then eventually the sway. And the first sway there was a big laugh, like hey, this guy who made this dry wedding joke is having some fun with us and then the second sway or whatever number it was it's not a joke. And then they get progressively worse and then there's a moment where you know it's irrecoverable.  And -- sorry. Can you come back to the question?",a,THE WITNESS,start_question
565,2128,94,5,Just a narrative of what you can recall about the trip itself from the point it proceeded from that stop to the time of the accident.,q,MS. COLE,start_answer
566,2132,94,9,"Yeah.  Okay.  So I mean I remember the fishtailing starting.  I remember it getting progressively worse.  I remember thinking very clearly -- I'm not sure.  I may have said it to Ceci.  I don't know. I remember thinking this is irrevocable because it was just getting worse and then I remember looking out the front and seeing the back end of the van, the tires were skidding.  Right?  So the momentum of the trolley as part of the sway was pushing the back end of the van such that the tires were sliding sideways on the road.  And that happened for -- I don't know -- maybe two times. I think the accident reconstructionist has looked at the skid marks I'm guessing, so we could probably figure out exactly where that was if necessary.  But I recalled that.  I remember the swaying getting worse and then I remember the swaying getting so bad that the van was, you know, the back of the van was moving as opposed to the front of it doing the steering.",a,THE WITNESS,start_question
567,2158,95,10,So you could observe fishtailing in the van as well as part of the trolley?,q,MS. COLE,start_answer
568,2160,95,12,Yes.,a,THE WITNESS,start_question
569,2161,95,13,I know you recall potentially saying something to Ceci about it being unrecoverable with respect to the sway.,q,MS. COLE,start_answer
570,2164,95,16,Yeah.,a,THE WITNESS,start_question
571,2165,95,17,Did anyone else say anything to you?,q,MS. COLE,start_answer
572,2167,95,19,"I don't have any recollection of anybody saying anything to me.  I've since heard a lot of people say a lot of things that they said, but I really don't remember any of that.  And that's not to say it didn't happen.  I just don't remember it, yeah.",a,THE WITNESS,start_question
573,2175,96,2,Do you recall any efforts by anyone in the vehicle to try to make contact with the driver at that point when the swaying was occurring?,q,MS. COLE,start_answer
574,2179,96,6,No.  I don't recall anything like that.,a,THE WITNESS,start_question
575,2181,96,8,I know you've described essentially what kind of proceeded as like a movement back and forth that eventually progressed over time. Are you able to give me an estimate regarding the amount of time that that trailer was moving back and forth?,q,MS. COLE,start_answer
576,2188,96,15,I would just say that it would have been long enough that none of the cars that were behind us on the highway hit us.  I do remember like a pretty crazy traffic jam almost immediately after getting out of that and so all of those cars must have had enough time to observe what was happening and back off and not screaming directly into it. I have later heard that we were swaying for about half a minute.  Was I counting or looking at a stopwatch?  I don't know.  A half minute sounds just right to me. Is that enough?,a,THE WITNESS,start_question
577,2204,97,6,Okay.  Did you ever see any vehicles pass the Jolly Trolley as you were experiencing that swaying?,q,MS. COLE,start_answer
578,2207,97,9,"Not that I recall, no.",a,THE WITNESS,start_question
579,2208,97,10,Did you see any other vehicles swerve in order to try to avoid the Jolly Trolley?,q,MS. COLE,start_answer
580,2211,97,13,No.,a,THE WITNESS,start_question
581,2212,97,14,At any point was there any conversation that you were a part of or heard about later about whether or not anybody else who had utilized the Jolly Trolley on other trips that day had experienced something similar to what happened to you?,q,MS. COLE,start_answer
582,2219,97,21,Yes.,a,THE WITNESS,start_question
583,2220,97,22,Tell me about that.,q,MS. COLE,start_answer
584,2221,97,23,"Well, I think we first learned about it through a comment on a news article.  It was either a news article or maybe on the Jolly Trolley's Facebook page. I can't remember.  One of those two. We were in the local news, the accident was.  I don't think it got picked up wider than that, but Delaware -- I don't know what the newspaper is called.  We were in one of those and so there was an article online.  It might still be up. And it was either in somebody's comments on that or a comment on maybe their Facebook page directly about another wedding that had experienced something similar and the people had somehow managed to get off.  And I've since learned that we talked to them and got some more details on that, but that's how I heard about it.",a,THE WITNESS,start_question
585,2241,98,18,"When you say ""we talked to them and got more details on that,"" do you mean you or anyone you know that are not attorneys?",q,MS. COLE,start_answer
586,2244,98,21,"No.  No. I got this information from my attorneys, yeah.",a,THE WITNESS,start_question
587,2246,98,23,Were there other people who attended the wedding that rode the Jolly Trolley that were not involved in the accident?,q,MS. COLE,start_answer
588,2251,99,3,"Oh, like on a different trip for the Jolly Trolley?",a,THE WITNESS,start_question
589,2253,99,5,Yes.,q,MS. COLE,start_answer
590,2254,99,6,"I'm not sure.  Probably, but I don't know.  I couldn't say one way or the other.",a,THE WITNESS,start_question
591,2257,99,9,Have you ever spoken with anyone else who attended the wedding regarding their experience on the Jolly Trolley?,q,MS. COLE,start_answer
592,2260,99,12,"No, outside of the passengers on our ride, of course.",a,THE WITNESS,start_question
593,2262,99,14,Outside of your group?,q,MS. COLE,start_answer
594,2263,99,15,Yes.,a,THE WITNESS,start_question
595,2264,99,16,And I apologize because sometimes I'm not able to separate whatever I asked you and what I asked your wife.,q,MS. COLE,start_answer
596,2267,99,19,That's okay.,a,THE WITNESS,start_question
597,2268,99,20,But after the accident happened do you recall anyone from the Jolly Trolley organization coming to the scene of the accident?,q,MS. COLE,start_answer
598,2272,99,24,No.,a,THE WITNESS,start_question
599,2274,100,1,Do you recall any other Jolly Trolley vehicles arriving at the scene of the accident?,q,MS. COLE,start_answer
600,2277,100,4,No.,a,THE WITNESS,start_question
601,2278,100,5,Do you recall anyone coming up to the scene of the accident and saying that they had observed the accident from behind the vehicle?,q,MS. COLE,start_answer
602,2282,100,9,"I don't personally recall.  But a good friend of ours, Ned, I think was and I learned afterwards that he was, but I don't recall that from the moments right after.",a,THE WITNESS,start_question
603,2286,100,13,"Have you ever had a conversation or heard secondhand about conversations that others have had with Ned regarding what he may have observed, if anything, about the accident itself?",q,MS. COLE,start_answer
604,2291,100,18,"As in his direct recounting of the events?  No.  I believe that those conversations have happened, but I have not pressed for details or really remember any of them.",a,THE WITNESS,start_question
605,2296,100,23,Did you ever reach out to anyone at the Jolly Trolley organization after this accident?,q,MS. COLE,start_answer
606,2300,101,2,No.,a,THE WITNESS,start_question
607,2301,101,3,Were you on a group text at all that may have involved people who were on that Jolly Trolley?,q,MS. COLE,start_answer
608,2304,101,6,Yes.,a,THE WITNESS,start_question
609,2305,101,7,What was discussed as part of that group text?,q,MS. COLE,start_answer
610,2307,101,9,"Are you dead?  How are you?  Where are you?  Those sorts of things.  And then what hospital are you at?  What are your problems?  Throughout the course of the weekend. And then group support, that's what it's been mostly since then.  I'm having this problem.  I'm having that problem.  I love you guys.  Sorry about this tragic thing in the news, whatever it might be.  Glad we have each other.  That sort of stuff.  That's 90 percent of the content.",a,THE WITNESS,start_question
611,2320,101,22,And has this group text essentially among the original people who are part of that when it started continued on over time?,q,MS. COLE,start_answer
612,2325,102,2,"Yeah.  I mean it's been a mess.  I don't know if you have ever been in a group text that has a mix of iPhone users and non-iPhone users.  So sometimes it gets fragmented into a bunch of different texts when somebody who's not on iMessage responds, if you guys know that.  It's a mess. But yeah, we were in constant communication prior to the wedding and we are -- sorry.  Constant is an overstatement but we are a close group.  We were close prior.  We are close after.  The group text is a mechanism for that communication but, you know -- so yeah.",a,THE WITNESS,start_question
613,2340,102,17,Do you still have the phone upon which you received these group texts?,q,MS. COLE,start_answer
614,2342,102,19,Yes.,a,THE WITNESS,start_question
615,2343,102,20,Do you still have the phone upon which you received these group texts back in October of 2016?,q,MS. COLE,start_answer
616,2346,102,23,"Yes.  I think so, yes.  I don't think I have a new one since then.",a,THE WITNESS,start_question
617,2349,103,1,"Can you look at your phone and identify whether or not you still have like the first, you know, two weeks of group texts?",q,MS. COLE,start_answer
618,2353,103,5,"So if you've ever tried to scroll back on a long iMessage sometimes it doesn't work.  Eventually it hits a point where there's no cloud backup.  So I'm not sure.  Probably, but I'm not sure. It might be possible to get it either from AT&T or from the cloud directly.  We can work on that if we need to.",a,THE WITNESS,start_question
619,2362,103,14,"We are going to request, we request that we be able to review the text messages that would have occurred among your group, the Jolly Trolley group, after this accident to the extent it deals with either the accident or injuries. Okay?",q,MS. COLE,start_answer
620,2369,103,21,(The witness nodded.),a,THE WITNESS,start_question
621,2370,103,22,"Did you ever keep a journal regarding any of the complaints, injuries or mental health concerns that you had as a result of the October 1st accident?",q,MS. COLE,start_answer
622,2375,104,2,I did.,a,THE WITNESS,start_question
623,2376,104,3,How many entries did you make in that?,q,MS. COLE,start_answer
624,2378,104,5,A dozen or so.,a,THE WITNESS,start_question
625,2379,104,6,Over what course of time?,q,MS. COLE,start_answer
626,2380,104,7,"Mostly the months of October and November, with perhaps a bit of a recap, a final entry maybe a month or two after that.",a,THE WITNESS,start_question
627,2384,104,11,And why did you keep a journal?,q,MS. COLE,start_answer
628,2385,104,12,I was advised to.,a,THE WITNESS,start_question
629,2386,104,13,By your attorney?,q,MS. COLE,start_answer
630,2387,104,14,Yes.,a,THE WITNESS,start_question
631,2388,104,15,Okay.  And did you review that journal in preparation for your deposition here today?,q,MS. COLE,start_answer
632,2391,104,18,"I've actually reviewed it regularly in the times between the accident and now, but yes.",a,THE WITNESS,start_question
633,2394,104,21,"Do you believe that the information contained in that journal is essentially the freshest recount of what you can, what you recalled from the incident itself?",q,MS. COLE,start_answer
634,2399,105,1,As in like the moments of the accident and not my injuries afterwards when you say that?,a,THE WITNESS,start_question
635,2402,105,4,"For example, if we were to review the information contained in your journal would it be the freshest and most accurate recounting of the accident and the injuries you sustained as a result?",q,MS. COLE,start_answer
636,2407,105,9,"I think the freshest recounting of my injuries, whether physical, emotional or mental, would be through my medical providers.  I don't know that I've ever documented the accident itself anywhere other than that journal or my call with the policeman and I probably journaled after the policeman, so yes. Yes for the accident.  No for the injuries.",a,THE WITNESS,start_question
637,2417,105,19,Okay.  Do you recall speaking with the police at the scene of the accident?,q,MS. COLE,start_answer
638,2419,105,21,No.,a,THE WITNESS,start_question
639,2420,105,22,Did you have a conversation with the police at some point thereafter about the accident?,q,MS. COLE,start_answer
640,2424,106,1,Yes.,a,THE WITNESS,start_question
641,2425,106,2,Tell me about that.,q,MS. COLE,start_answer
642,2426,106,3,"I don't think my wife was on the call.  I know she wasn't on the call because we were at her hand surgeon.  I think she actually may have been in surgery when I took that call because he called -- oh, gosh.  I can't remember his name.  You guys have it I'm sure. Are you allowed to tell me?",a,THE WITNESS,start_question
643,2434,106,11,"We have the police report, yeah.",q,MS. COLE,start_answer
644,2435,106,12,"So one of the officers from the state trooper, I can't remember his name, he called me.  And I remember saying -- I don't know if she was about to go into surgery or she was about to get seen by the doctor, but we were at the hand center in Baltimore. And he said I'll call you right back or I'll call you back in an hour or something.  And then I took the call on the stairs outside there of the hand center in Baltimore. I very vividly remember sitting on the stairs talking to that guy on the phone.  I'm sorry.  I just don't remember his name.  If I saw it I would be able to say that's for sure him.",a,THE WITNESS,start_question
645,2453,107,5,"And you said you saw news articles that came out about this incident or accident, correct?",q,MS. COLE,start_answer
646,2456,107,8,Yeah.,a,THE WITNESS,start_question
647,2457,107,9,Did you ever contact any reporters or media regarding the accident?,q,MS. COLE,start_answer
648,2459,107,11,No.,a,THE WITNESS,start_question
649,2460,107,12,Did any of them contact you?,q,MS. COLE,start_answer
650,2461,107,13,No.,a,THE WITNESS,start_question
651,2462,107,14,Have you ever met with Dr. Jeffrey Anderson?,q,MS. COLE,start_answer
652,2464,107,16,Yes.,a,THE WITNESS,start_question
653,2465,107,17,How many times?,q,MS. COLE,start_answer
654,2466,107,18,Once.,a,THE WITNESS,start_question
655,2467,107,19,And when was that?,q,MS. COLE,start_answer
656,2468,107,20,That was in late winter of -- was it 2019?  I think it was late winter of 2019.  It was after my second course of physical therapy so I think it was late winter of 2019.,a,THE WITNESS,start_question
657,2474,108,1,What is your understanding as to whether or not Dr. Anderson is preparing a life care plan for you?,q,MS. COLE,start_answer
658,2477,108,4,"I believe he is preparing a life care plan for me, yeah.  That's my understanding.",a,THE WITNESS,start_question
659,2480,108,7,Have you seen the life care plan?,q,MS. COLE,start_answer
660,2481,108,8,No.,a,THE WITNESS,start_question
661,2482,108,9,How long did you meet with Dr. Anderson?,q,MS. COLE,start_answer
662,2484,108,11,"It was an afternoon, so three or four hours.",a,THE WITNESS,start_question
663,2486,108,13,Did he conduct any examinations of you?,q,MS. COLE,start_answer
664,2488,108,15,Yes.,a,THE WITNESS,start_question
665,2489,108,16,Describe what those involved.,q,MS. COLE,start_answer
666,2490,108,17,"Well, I think when we came in we had the standard stuff they do at a doctor's office, so blood pressure and temperature. And then we did a whole series of sort of like -- I don't know the terms for the exercises, but he's trying to get me to squeeze his hands in, pull his hands and push his hands.  He was getting at the strength in my upper body and in my back, so it was a very sort of push and pull type of exercise.  I'm sorry.  I don't know what it's called.",a,THE WITNESS,start_question
667,2504,109,6,Did Dr. Anderson have your medical records in advance of his examination of you?,q,MS. COLE,start_answer
668,2507,109,9,Yes.,a,THE WITNESS,start_question
669,2508,109,10,Did you provide him personally with any medical records?,q,MS. COLE,start_answer
670,2510,109,12,I have not personally provided anyone with any medical records that's a part of this.,a,THE WITNESS,start_question
671,2513,109,15,Did Dr. Anderson convey to you what he believed you may need with respect to projected future medical treatment as a result of the accident?,q,MS. COLE,start_answer
672,2517,109,19,Yeah.  We talked about it.  And we knew that there was more follow-up coming but he confirmed most of what Dr. Tannous had told me about expecting the back problems to recur later in life.,a,THE WITNESS,start_question
673,2522,109,24,Is it your belief that you will need medication in the future in association with your back pain?,q,MS. COLE,start_answer
674,2526,110,3,Yes.,a,THE WITNESS,start_question
675,2527,110,4,What medication would that be?,q,MS. COLE,start_answer
676,2528,110,5,I have no idea.,a,THE WITNESS,start_question
677,2529,110,6,When is the last time you were on medication for your back pain?,q,MS. COLE,start_answer
678,2531,110,8,I mean both the PT folks and Dr. Tannous and Dr. Anderson have told me it's okay to take ibuprofen for flare-ups. I would say the last time I took ibuprofen for back pain would have been sometime in December.  I did a big cleanup in the backyard.  I had to deal with a lot of leaves and debris and stuff like that.,a,THE WITNESS,start_question
679,2540,110,17,Is that over-the-counter medication?,q,MS. COLE,start_answer
680,2542,110,19,Yeah.  Yeah.,a,THE WITNESS,start_question
681,2543,110,20,When is the last time you took prescription medication for back pain?,q,MS. COLE,start_answer
682,2545,110,22,Not since probably October or November of 2016.,a,THE WITNESS,start_question
683,2547,110,24,When is the last time you can recall taking ibuprofen for back pain?  I know you told me about the leaves in December of 2019.,q,MS. COLE,start_answer
684,2552,111,4,Yeah.,a,THE WITNESS,start_question
685,2553,111,5,Are there any other instances that you can recall in which you've had to take ibuprofen for back pain?,q,MS. COLE,start_answer
686,2556,111,8,Since then?,a,THE WITNESS,start_question
687,2557,111,9,Since the accident.,q,MS. COLE,start_answer
688,2558,111,10,"Oh, gosh.  Yes.  Whenever I do something like that, like leaves or a big day of yard work or even just a small day of like picking peppers all day or something.  Most frequently just prior to that I remember we had a bunch of friends over for dinner in -- gosh, I don't know. That was probably, that was probably November.  Actually, maybe that was in January. We had some friends over for dinner and I was doing the dishes and I just remember they were giving me such a hard time for doing what they called dish dancing.  It's because when I do the dishes I have to like spread my legs out so wide so I can keep my back straight and I was just really looking funny when I was doing that. I took some ibuprofen that night because I had been at the sink for a prolonged period doing dishes.  I could find the exact date if needed.",a,THE WITNESS,start_question
689,2582,112,9,Do you have any current plans to return to physical therapy?,q,MS. COLE,start_answer
690,2584,112,11,"It's not on the schedule, but I will go if needed.",a,THE WITNESS,start_question
691,2586,112,13,Do you use marijuana?,q,MS. COLE,start_answer
692,2587,112,14,Very rarely but on occasion.,a,THE WITNESS,start_question
693,2588,112,15,How frequently?,q,MS. COLE,start_chat
694,2589,112,16,Just a standing Objection. You can answer.,side_chat,MS. ORSI,start_answer
695,2592,112,19,Maybe once a month.,a,THE WITNESS,start_question
696,2593,112,20,Is that for any condition that you believe was caused by the accident?,q,MS. COLE,start_answer
697,2595,112,22,No.,a,THE WITNESS,start_question
698,2596,112,23,Have you ever used marijuana in relation to any accident-related injuries?,q,MS. COLE,start_answer
699,2599,113,1,No.  No.  I mean -- no.,a,THE WITNESS,start_chat
700,2600,113,2,I think that's all I have. I'm going to hand it over to you.,side_chat,MS. COLE,start_chat
701,2604,113,6,Going off the record at 5:35 p.m.,side_chat,THE VIDEOTAPE OPERATOR,is brackets
702,2606,113,8,(A brief recess was taken.),brackets,,start_chat
703,2607,113,9,Back on the record at approximately 5:40 p.m.,side_chat,THE VIDEOTAPE OPERATOR,start_question
704,2610,113,12,"Mr. DiPietro, I know it's been a long day and we're going to try to get this wrapped up as quickly as we can and, like I told your wife, I'm going to jump around a bit so I apologize in advance if I do. Do you remember taking any photographs while people were seated on the trolley before the accident happened?",q,MR. BENNETT,start_answer
705,2618,113,20,"I have a photo on my phone, but I'm seated in it so I think my phone took a picture, but I don't think I took it.",a,THE WITNESS,start_question
706,2621,113,23,Do you know who took that photo?,q,MR. BENNETT,start_answer
707,2622,113,24,I don't.  I was trying to think about it.  It might have been Mark or Becky because they're not in the picture and I think they were north of us on the trolley.,a,THE WITNESS,start_question
708,2627,114,4,Have you provided that photo to your attorneys?,q,MR. BENNETT,start_answer
709,2629,114,6,Yes.,a,THE WITNESS,start_chat
710,2630,114,7,I don't know that that photo has been produced yet.  So I would just ask that any photographs of --,side_chat,MR. BENNETT,start_chat
711,2633,114,10,Just resend all the photos just to make sure that you have them?,side_chat,MS. ORSI,start_chat
712,2636,114,13,Just resend the photos that your clients took.  Not all of the police photos.,side_chat,MR. BENNETT,start_chat
713,2639,114,16,Right.,side_chat,MS. ORSI,start_question
